-0.04069562	-0.04056700	-0.04063131	-0.04116723	-0.04068490	-0.04043838	-0.04066347	-0.04074921	-0.04082424	-0.04072778	-0.04043838	-0.04129585	-0.04079209	-0.04070634	-0.04063131	-0.04158525	-0.04122082	-0.04106005	-0.04048125	-0.04110292	-0.04074921	-0.04058844	-0.04072778	-0.04184249	-0.04109220	-0.04073850	-0.04040623	-0.04126370	-0.04084568	-0.04095286	-0.04102789	-0.04203542	-0.04063131	-0.04057772	-0.04107076	-0.04203542	-0.04093143	-0.04100645	-0.04089927	-0.04139232	-0.04083496	-0.04069562	-0.04074921	-0.04119939	-0.04069562	-0.04102789	-0.04130657	-0.04074921	-0.04113508	-0.04128513	-0.04119939	-0.04087783	-0.04064203	-0.04053485	-0.04092071	-0.04110292	-0.04132801	-0.04096358	-0.04067419	-0.04155309	-0.04087783	-0.04034192	-0.04069562	-0.04055628	-0.04051341	-0.04082424	-0.04094214	-0.04103861	-0.04073850	-0.04084568	-0.04114579	-0.04116723	-0.04057772	-0.04110292	-0.04085640	-0.04097430	-0.04124226	-0.04124226	-0.04098502	-0.04158525	-0.04116723	-0.04097430	-0.04090999	-0.04058844	-0.04075993	-0.04040623	-0.04064203	-0.04055628	-0.04067419	-0.04097430	-0.04087783	-0.04036335	-0.04050269	-0.04068490	-0.04073850	-0.04045982
-0.04124226	-0.04122082	-0.04103861	-0.04017042	-0.04102789	-0.04096358	-0.04116723	-0.04017042	-0.04079209	-0.04095286	-0.04068490	-0.04026689	-0.04041694	-0.04073850	-0.04067419	-0.03965594	-0.04075993	-0.04058844	-0.04085640	-0.04010611	-0.04097430	-0.04156381	-0.04117795	-0.04039551	-0.04112436	-0.04197111	-0.04146734	-0.04065275	-0.04094214	-0.04089927	-0.04106005	-0.04065275	-0.04043838	-0.04126370	-0.04096358	-0.04107076	-0.04096358	-0.04073850	-0.04129585	-0.04081352	-0.04072778	-0.04109220	-0.04160668	-0.04090999	-0.04114579	-0.04144591	-0.04138160	-0.04042766	-0.04084568	-0.04132801	-0.04104933	-0.04045982	-0.04101717	-0.04148878	-0.04145663	-0.04090999	-0.04099574	-0.04114579	-0.04101717	-0.04026689	-0.04100645	-0.04146734	-0.04118867	-0.04081352	-0.04094214	-0.04136016	-0.04124226	-0.04023473	-0.04086712	-0.04075993	-0.04113508	-0.04036335	-0.04099574	-0.04109220	-0.04149950	-0.04058844	-0.04143519	-0.04118867	-0.04084568	-0.04000965	-0.04116723	-0.04157453	-0.04147806	-0.04055628	-0.04083496	-0.04125298	-0.04078137	-0.04000965	-0.04067419	-0.04126370	-0.04067419	-0.04036335	-0.04092071	-0.04124226	-0.04117795	-0.04119939
-0.04139232	-0.04154237	-0.04126370	-0.03984887	-0.04119939	-0.04114579	-0.04070634	-0.04042766	-0.04113508	-0.04112436	-0.04096358	-0.04033120	-0.04097430	-0.04141375	-0.04111364	-0.04123154	-0.04103861	-0.04110292	-0.04116723	-0.04081352	-0.04128513	-0.04110292	-0.04083496	-0.04081352	-0.04124226	-0.04106005	-0.04123154	-0.04132801	-0.04118867	-0.04112436	-0.04103861	-0.04097430	-0.04102789	-0.04094214	-0.04108148	-0.04119939	-0.04142447	-0.04074921	-0.04100645	-0.04161740	-0.04163884	-0.04082424	-0.04085640	-0.04168171	-0.04094214	-0.04071706	-0.04054556	-0.04155309	-0.04106005	-0.04075993	-0.04107076	-0.04197111	-0.04099574	-0.04126370	-0.04143519	-0.04222835	-0.04141375	-0.04095286	-0.04134944	-0.04219619	-0.04158525	-0.04099574	-0.04110292	-0.04155309	-0.04095286	-0.04099574	-0.04090999	-0.04148878	-0.04065275	-0.04043838	-0.04102789	-0.04203542	-0.04104933	-0.04062059	-0.04094214	-0.04145663	-0.04059916	-0.04082424	-0.04099574	-0.04177818	-0.04142447	-0.04128513	-0.04098502	-0.04193895	-0.04103861	-0.04058844	-0.04123154	-0.04145663	-0.04084568	-0.04112436	-0.04095286	-0.04090999	-0.04083496	-0.04101717	-0.04124226	-0.04090999
-0.04052413	-0.04052413	-0.04047054	-0.04036335	-0.04058844	-0.04056700	-0.04062059	-0.04055628	-0.04058844	-0.04073850	-0.04066347	-0.04052413	-0.04101717	-0.04156381	-0.04166028	-0.04155309	-0.04164956	-0.04138160	-0.04117795	-0.04026689	-0.04067419	-0.04030976	-0.04023473	-0.04023473	-0.04030976	-0.04053485	-0.04082424	-0.04029904	-0.04051341	-0.04083496	-0.04084568	-0.04000965	-0.04057772	-0.04044910	-0.04070634	-0.04020258	-0.04073850	-0.04080281	-0.04097430	-0.04026689	-0.04039551	-0.04095286	-0.04108148	-0.04000965	-0.04052413	-0.04147806	-0.04149950	-0.04074921	-0.04173530	-0.04133872	-0.04125298	-0.03988103	-0.04074921	-0.04095286	-0.04068490	-0.03975241	-0.04086712	-0.04075993	-0.04028832	-0.03943085	-0.04070634	-0.04090999	-0.04145663	-0.04087783	-0.04137088	-0.04155309	-0.04159596	-0.04065275	-0.04178890	-0.04181033	-0.04156381	-0.04158525	-0.04182105	-0.04172459	-0.04156381	-0.04090999	-0.04207829	-0.04176746	-0.04145663	-0.04033120	-0.04155309	-0.04170315	-0.04113508	-0.04026689	-0.04095286	-0.04051341	-0.04024545	-0.04010611	-0.04037407	-0.04038479	-0.04034192	-0.04013827	-0.04067419	-0.04125298	-0.04089927	-0.04081352
-0.04138160	-0.04115651	-0.04101717	-0.04065275	-0.04162812	-0.04159596	-0.04127441	-0.04158525	-0.04202470	-0.04162812	-0.04122082	-0.04062059	-0.04162812	-0.04130657	-0.04154237	-0.04142447	-0.04199254	-0.04127441	-0.04093143	-0.04065275	-0.04127441	-0.04136016	-0.04096358	-0.04094214	-0.04103861	-0.04131729	-0.04121010	-0.04193895	-0.04107076	-0.04096358	-0.04131729	-0.04116723	-0.04148878	-0.04122082	-0.04113508	-0.04084568	-0.04101717	-0.04089927	-0.04102789	-0.04145663	-0.04084568	-0.04099574	-0.04040623	-0.04068490	-0.04077065	-0.04053485	-0.04037407	-0.04052413	-0.04094214	-0.04092071	-0.04067419	-0.04171387	-0.04173530	-0.04129585	-0.04113508	-0.04155309	-0.04182105	-0.04144591	-0.04131729	-0.04232481	-0.04123154	-0.04102789	-0.04103861	-0.04168171	-0.04054556	-0.03981672	-0.04039551	-0.04158525	-0.04056700	-0.04069562	-0.04070634	-0.04158525	-0.04096358	-0.04062059	-0.04092071	-0.04171387	-0.04100645	-0.04071706	-0.04084568	-0.04158525	-0.04088855	-0.04087783	-0.04118867	-0.04226050	-0.04065275	-0.04011683	-0.04039551	-0.04123154	-0.04077065	-0.04057772	-0.04085640	-0.04136016	-0.04037407	-0.04071706	-0.04089927	-0.04203542
-0.04116723	-0.04096358	-0.04094214	-0.04123154	-0.04048125	-0.04040623	-0.04058844	-0.04097430	-0.04009539	-0.04004180	-0.04043838	-0.04055628	-0.03962379	-0.03966666	-0.04022401	-0.03991318	-0.03937726	-0.03962379	-0.04048125	-0.04065275	-0.03983815	-0.03994534	-0.04004180	-0.04113508	-0.03983815	-0.03935583	-0.03988103	-0.04100645	-0.04007396	-0.04073850	-0.04110292	-0.04123154	-0.04053485	-0.04118867	-0.04157453	-0.04213188	-0.04144591	-0.04126370	-0.04114579	-0.04152094	-0.04092071	-0.04123154	-0.04128513	-0.04213188	-0.04094214	-0.04079209	-0.04121010	-0.04145663	-0.04106005	-0.04125298	-0.04153165	-0.04264637	-0.04179961	-0.04164956	-0.04139232	-0.04222835	-0.04107076	-0.04033120	-0.04045982	-0.04110292	-0.04049197	-0.04055628	-0.04081352	-0.04081352	-0.04034192	-0.04042766	-0.04083496	-0.04103861	-0.04054556	-0.04023473	-0.04022401	-0.04058844	-0.04028832	-0.04048125	-0.04098502	-0.04126370	-0.04049197	-0.04070634	-0.04065275	-0.04094214	-0.04054556	-0.04052413	-0.04085640	-0.04168171	-0.04104933	-0.04086712	-0.04096358	-0.04074921	-0.04085640	-0.04124226	-0.04087783	-0.04097430	-0.04071706	-0.04037407	-0.04103861	-0.04116723
-0.04093143	-0.04106005	-0.04123154	-0.04148878	-0.04169243	-0.04147806	-0.04179961	-0.04177818	-0.04146734	-0.04122082	-0.04126370	-0.04071706	-0.04096358	-0.04085640	-0.04075993	-0.03988103	-0.04081352	-0.04116723	-0.04099574	-0.04071706	-0.04083496	-0.04100645	-0.04049197	-0.03943085	-0.04098502	-0.04123154	-0.04098502	-0.03946301	-0.04110292	-0.04094214	-0.04013827	-0.03991318	-0.04060988	-0.04103861	-0.04067419	-0.04042766	-0.04074921	-0.04116723	-0.04084568	-0.04033120	-0.04151022	-0.04110292	-0.04127441	-0.04123154	-0.04072778	-0.04094214	-0.04084568	-0.04033120	-0.04140303	-0.04109220	-0.04088855	-0.04139232	-0.04137088	-0.04112436	-0.04083496	-0.04068490	-0.04059916	-0.04094214	-0.04054556	-0.04033120	-0.04140303	-0.04098502	-0.04051341	-0.04042766	-0.04084568	-0.04102789	-0.04101717	-0.04094214	-0.04099574	-0.04071706	-0.04132801	-0.04094214	-0.04073850	-0.04074921	-0.04117795	-0.04184249	-0.04124226	-0.04067419	-0.04101717	-0.04116723	-0.04083496	-0.04122082	-0.04144591	-0.04055628	-0.04090999	-0.04084568	-0.04143519	-0.04090999	-0.04087783	-0.04102789	-0.04111364	-0.04062059	-0.04104933	-0.04074921	-0.04106005	-0.04026689
-0.04141375	-0.04176746	-0.04143519	-0.04033120	-0.04126370	-0.04151022	-0.04175674	-0.04100645	-0.04183177	-0.04173530	-0.04157453	-0.04094214	-0.04093143	-0.04115651	-0.04123154	-0.04023473	-0.04101717	-0.04153165	-0.04129585	-0.04039551	-0.04123154	-0.04142447	-0.04086712	-0.04000965	-0.04104933	-0.04092071	-0.04084568	-0.04000965	-0.04115651	-0.04108148	-0.04100645	-0.04029904	-0.04087783	-0.04099574	-0.04155309	-0.04087783	-0.04115651	-0.04118867	-0.04112436	-0.04103861	-0.04101717	-0.04111364	-0.04119939	-0.04100645	-0.04144591	-0.04122082	-0.04107076	-0.04113508	-0.04089927	-0.04078137	-0.04072778	-0.04058844	-0.04089927	-0.04055628	-0.04037407	-0.04049197	-0.04059916	-0.04025617	-0.04030976	-0.04081352	-0.04044910	-0.03974169	-0.04035263	-0.04036335	-0.04041694	-0.04097430	-0.04048125	-0.04113508	-0.04098502	-0.04065275	-0.04087783	-0.04123154	-0.04106005	-0.04056700	-0.04100645	-0.04139232	-0.04094214	-0.04106005	-0.04085640	-0.04103861	-0.04072778	-0.04043838	-0.04030976	-0.04090999	-0.04078137	-0.04048125	-0.04075993	-0.04126370	-0.04097430	-0.04084568	-0.04127441	-0.04184249	-0.04098502	-0.04056700	-0.04038479	-0.04145663
-0.04015970	-0.04025617	-0.04102789	-0.04164956	-0.04094214	-0.04071706	-0.04073850	-0.04213188	-0.04074921	-0.04075993	-0.04084568	-0.04168171	-0.04116723	-0.04111364	-0.04098502	-0.04171387	-0.04128513	-0.04087783	-0.04132801	-0.04203542	-0.04102789	-0.04119939	-0.04128513	-0.04161740	-0.04052413	-0.04050269	-0.04035263	-0.04097430	-0.04057772	-0.04073850	-0.04072778	-0.04132801	-0.04041694	-0.04043838	-0.04084568	-0.04145663	-0.04108148	-0.04110292	-0.04127441	-0.04181033	-0.04083496	-0.04056700	-0.04037407	-0.04029904	-0.04042766	-0.04052413	-0.04082424	-0.04081352	-0.04045982	-0.04084568	-0.04117795	-0.04026689	-0.04066347	-0.04081352	-0.04090999	-0.04068490	-0.04085640	-0.04110292	-0.04146734	-0.04081352	-0.04106005	-0.04162812	-0.04118867	-0.04068490	-0.04126370	-0.04109220	-0.04126370	-0.04110292	-0.04014899	-0.04080281	-0.04079209	-0.04033120	-0.04005252	-0.04039551	-0.04044910	-0.04017042	-0.04038479	-0.04025617	-0.04050269	-0.03968810	-0.04003108	-0.04034192	-0.04074921	-0.03978456	-0.04030976	-0.04005252	-0.04022401	-0.03952732	-0.04025617	-0.04092071	-0.04077065	-0.04052413	-0.04121010	-0.04089927	-0.04098502	-0.03994534
-0.03992390	-0.04072778	-0.04070634	-0.04042766	-0.04053485	-0.04098502	-0.04080281	-0.03972025	-0.04080281	-0.04117795	-0.04119939	-0.04062059	-0.04121010	-0.04100645	-0.04084568	-0.03965594	-0.04109220	-0.04106005	-0.04115651	-0.04004180	-0.04027761	-0.04064203	-0.04130657	-0.04058844	-0.04114579	-0.04110292	-0.04109220	-0.04017042	-0.04054556	-0.04083496	-0.04059916	-0.03988103	-0.04094214	-0.04074921	-0.04047054	-0.03978456	-0.04134944	-0.04132801	-0.04111364	-0.04029904	-0.04086712	-0.04051341	-0.04059916	-0.04029904	-0.04071706	-0.04053485	-0.04089927	-0.04129585	-0.04123154	-0.04090999	-0.04051341	-0.04029904	-0.04108148	-0.04082424	-0.04036335	-0.03965594	-0.04035263	-0.04012755	-0.04011683	-0.04055628	-0.04038479	-0.04104933	-0.04050269	-0.04071706	-0.04067419	-0.04048125	-0.04010611	-0.04058844	-0.03993462	-0.03973097	-0.03989174	-0.04074921	-0.03955947	-0.03982743	-0.03983815	-0.04084568	-0.04054556	-0.04064203	-0.04084568	-0.04164956	-0.04056700	-0.04057772	-0.04121010	-0.04129585	-0.04123154	-0.04138160	-0.04156381	-0.04177818	-0.04103861	-0.04081352	-0.04095286	-0.04119939	-0.04065275	-0.04071706	-0.04128513	-0.04145663
-0.04128513	-0.04098502	-0.04134944	-0.04103861	-0.04055628	-0.04077065	-0.04074921	-0.04058844	-0.04005252	-0.04020258	-0.04069562	-0.04084568	-0.04067419	-0.04130657	-0.04138160	-0.04129585	-0.04085640	-0.04099574	-0.04106005	-0.04103861	-0.04077065	-0.04090999	-0.04096358	-0.04033120	-0.04085640	-0.04143519	-0.04108148	-0.04045982	-0.04048125	-0.04122082	-0.04145663	-0.04094214	-0.04146734	-0.04114579	-0.04131729	-0.04071706	-0.04147806	-0.04103861	-0.04141375	-0.04045982	-0.04115651	-0.04097430	-0.04082424	-0.04004180	-0.04113508	-0.04128513	-0.04164956	-0.04090999	-0.04110292	-0.04103861	-0.04101717	-0.04058844	-0.04064203	-0.04098502	-0.04100645	-0.03949516	-0.04041694	-0.04053485	-0.04051341	-0.04071706	-0.04095286	-0.04069562	-0.04086712	-0.04084568	-0.04090999	-0.04103861	-0.04066347	-0.04068490	-0.04116723	-0.04070634	-0.04058844	-0.04094214	-0.04108148	-0.04071706	-0.04072778	-0.04087783	-0.04107076	-0.04082424	-0.04057772	-0.04136016	-0.04096358	-0.04126370	-0.04087783	-0.04119939	-0.04143519	-0.04110292	-0.04110292	-0.04158525	-0.04127441	-0.04050269	-0.04059916	-0.04116723	-0.04034192	-0.04045982	-0.04040623	-0.04100645
-0.04085640	-0.04086712	-0.04110292	-0.04081352	-0.04063131	-0.04097430	-0.04110292	-0.04152094	-0.04049197	-0.04035263	-0.04045982	-0.04107076	-0.04018114	-0.04038479	-0.04036335	-0.04081352	-0.04019186	-0.04014899	-0.04036335	-0.04045982	-0.03989174	-0.03979528	-0.04017042	-0.04065275	-0.03997749	-0.03998821	-0.04010611	-0.04042766	-0.04042766	-0.04101717	-0.04083496	-0.04103861	-0.04063131	-0.04068490	-0.04111364	-0.04110292	-0.04093143	-0.04123154	-0.04129585	-0.04065275	-0.04097430	-0.04114579	-0.04100645	-0.04071706	-0.04041694	-0.04012755	-0.04080281	-0.04033120	-0.04025617	-0.04048125	-0.04063131	-0.04026689	-0.04109220	-0.04108148	-0.04128513	-0.04094214	-0.04137088	-0.04110292	-0.04093143	-0.04052413	-0.04047054	-0.04071706	-0.04039551	-0.04062059	-0.04018114	-0.04030976	-0.04052413	-0.03978456	-0.04066347	-0.04106005	-0.04096358	-0.04055628	-0.04125298	-0.04143519	-0.04124226	-0.04052413	-0.04033120	-0.04019186	-0.04040623	-0.03997749	-0.04057772	-0.04083496	-0.04072778	-0.04049197	-0.04027761	-0.04084568	-0.04101717	-0.04074921	-0.04071706	-0.04082424	-0.04054556	-0.04029904	-0.04026689	-0.04050269	-0.04096358	-0.04132801
-0.04045982	-0.04083496	-0.04058844	-0.04023473	-0.04064203	-0.04029904	-0.04083496	-0.04136016	-0.04069562	-0.04045982	-0.04080281	-0.04065275	-0.04116723	-0.04109220	-0.04118867	-0.04071706	-0.04114579	-0.04145663	-0.04142447	-0.04074921	-0.04083496	-0.04075993	-0.04094214	-0.04100645	-0.04087783	-0.04056700	-0.04103861	-0.04039551	-0.04085640	-0.04066347	-0.04052413	-0.03981672	-0.04057772	-0.04084568	-0.04130657	-0.04033120	-0.04097430	-0.04067419	-0.04115651	-0.04071706	-0.04100645	-0.04083496	-0.04070634	-0.03968810	-0.04041694	-0.04059916	-0.04080281	-0.03997749	-0.04090999	-0.04089927	-0.04096358	-0.04020258	-0.04049197	-0.04081352	-0.04043838	-0.03936654	-0.04104933	-0.04107076	-0.04097430	-0.03984887	-0.04055628	-0.04079209	-0.04083496	-0.03988103	-0.04052413	-0.04051341	-0.04077065	-0.04052413	-0.04093143	-0.04075993	-0.04132801	-0.04042766	-0.04063131	-0.04104933	-0.04110292	-0.04007396	-0.04093143	-0.04057772	-0.04036335	-0.03997749	-0.04047054	-0.03999893	-0.03983815	-0.03927008	-0.04006324	-0.04040623	-0.04041694	-0.04020258	-0.04032048	-0.04027761	-0.04017042	-0.03972025	-0.04068490	-0.04096358	-0.04079209	-0.04000965
-0.04089927	-0.04077065	-0.04073850	-0.04042766	-0.04119939	-0.04097430	-0.04045982	-0.04026689	-0.04083496	-0.04045982	-0.04053485	-0.04084568	-0.04048125	-0.04028832	-0.04019186	-0.04026689	-0.04021330	-0.04015970	-0.04004180	-0.04007396	-0.04050269	-0.04014899	-0.03999893	-0.04052413	-0.04008467	-0.04027761	-0.04062059	-0.04132801	-0.04070634	-0.04033120	-0.04078137	-0.04110292	-0.04028832	-0.04030976	-0.04039551	-0.04145663	-0.03994534	-0.04023473	-0.04042766	-0.04123154	-0.04034192	-0.04049197	-0.04023473	-0.04087783	-0.04044910	-0.04069562	-0.04109220	-0.04142447	-0.04106005	-0.04117795	-0.04106005	-0.04148878	-0.04079209	-0.04042766	-0.04059916	-0.04071706	-0.04049197	-0.04053485	-0.04082424	-0.04094214	-0.04079209	-0.04075993	-0.04098502	-0.04081352	-0.04071706	-0.04044910	-0.04072778	-0.04090999	-0.04077065	-0.04060988	-0.04117795	-0.04045982	-0.04073850	-0.04057772	-0.04044910	-0.04023473	-0.04019186	-0.04051341	-0.04090999	-0.04052413	-0.04033120	-0.04056700	-0.04021330	-0.04007396	-0.04008467	-0.04021330	-0.04082424	-0.04071706	-0.04077065	-0.04099574	-0.04087783	-0.04100645	-0.04074921	-0.04036335	-0.04070634	-0.04155309
-0.04068490	-0.04089927	-0.04069562	-0.04145663	-0.04030976	-0.04099574	-0.04125298	-0.04119939	-0.04067419	-0.04043838	-0.04059916	-0.04052413	-0.03995605	-0.04036335	-0.03974169	-0.03923792	-0.03975241	-0.03992390	-0.03982743	-0.03988103	-0.04010611	-0.04030976	-0.04036335	-0.03994534	-0.04018114	-0.04080281	-0.04097430	-0.04062059	-0.04111364	-0.04094214	-0.04110292	-0.03991318	-0.04019186	-0.04058844	-0.04036335	-0.03955947	-0.03996677	-0.04024545	-0.04021330	-0.03955947	-0.04028832	-0.04024545	-0.04043838	-0.03994534	-0.04068490	-0.04047054	-0.04045982	-0.03959163	-0.04060988	-0.04078137	-0.04058844	-0.04042766	-0.04115651	-0.04068490	-0.04054556	-0.03955947	-0.04078137	-0.04067419	-0.04090999	-0.03991318	-0.04044910	-0.04002036	-0.04010611	-0.03962379	-0.04057772	-0.04017042	-0.03999893	-0.03955947	-0.04043838	-0.04070634	-0.04074921	-0.04036335	-0.04087783	-0.04080281	-0.04023473	-0.04004180	-0.04077065	-0.04037407	-0.04050269	-0.03959163	-0.04098502	-0.04075993	-0.04064203	-0.04081352	-0.04060988	-0.04089927	-0.04077065	-0.04058844	-0.04088855	-0.04097430	-0.04048125	-0.04084568	-0.04063131	-0.04057772	-0.04070634	-0.04004180
-0.04070634	-0.04063131	-0.04090999	-0.04110292	-0.04122082	-0.04064203	-0.04054556	-0.04084568	-0.04060988	-0.04079209	-0.04032048	-0.03994534	-0.04032048	-0.03982743	-0.04012755	-0.04000965	-0.04032048	-0.04044910	-0.04017042	-0.04036335	-0.04085640	-0.04055628	-0.04023473	-0.04045982	-0.04038479	-0.04023473	-0.04089927	-0.04081352	-0.04102789	-0.04038479	-0.04035263	-0.04023473	-0.04080281	-0.04021330	-0.04049197	-0.04052413	-0.04039551	-0.04039551	-0.04068490	-0.04084568	-0.04084568	-0.04052413	-0.04022401	-0.04058844	-0.04074921	-0.04069562	-0.04022401	-0.04087783	-0.04065275	-0.04040623	-0.03982743	-0.04078137	-0.04029904	-0.04013827	-0.04050269	-0.04094214	-0.04096358	-0.04059916	-0.04043838	-0.04081352	-0.04051341	-0.03995605	-0.03985959	-0.04071706	-0.04018114	-0.03996677	-0.04048125	-0.04068490	-0.03996677	-0.03954876	-0.03978456	-0.04045982	-0.04058844	-0.04103861	-0.04077065	-0.04119939	-0.04050269	-0.04017042	-0.04048125	-0.04129585	-0.04039551	-0.04048125	-0.04043838	-0.04184249	-0.04072778	-0.04071706	-0.04045982	-0.04090999	-0.04083496	-0.04040623	-0.04000965	-0.04123154	-0.04005252	-0.04036335	-0.04106005	-0.04203542
